path,product,global,stains,mold,wilt,color
data\Dataset\Fresh\FreshApple\freshApple (279).jpg,manzana,3,0.09901147959183673,0.6472934119857287,0.6665604523059223,0.15317583780655603
data\Dataset\Fresh\FreshApple\freshApple (159).jpg,manzana,3,0.005520567602040816,0.1402775809027065,0.6669567045568228,0.3656018139888929
data\Dataset\Fresh\FreshApple\freshApple (156).jpg,manzana,3,0.288265306122449,0.5318999185860034,0.7817666910514206,0.12579981726995304
data\Dataset\Fresh\FreshApple\freshApple (151).jpg,manzana,3,0.23507254464285715,1.0056322514582852,0.6567577030812325,0.09565835702885078
data\Dataset\Fresh\FreshApple\freshApple (220).jpg,manzana,3,0.45607461734693877,0.061156156753212745,0.47811866934273706,0.4334037891814738
data\Dataset\Fresh\FreshApple\freshApple (182).jpg,manzana,3,0.13765545280612246,0.24123784263448783,0.6005978954081632,0.25451156250937196
data\Dataset\Fresh\FreshApple\freshApple (200).jpg,manzana,3,0.01118064413265306,0.1466766328887113,0.6388501494347739,0.22497760239055545
data\Dataset\Fresh\FreshApple\freshApple (289).jpg,manzana,3,0.35574776785714285,0.05026181643826422,0.43292856204982,0.18635354783057012
data\Dataset\Fresh\FreshBanana\freshBanana (71).jpg,banano,3,0.26893335459183676,0.1676654573604992,0.8137869991746698,0.17341252801734452
data\Dataset\Fresh\FreshBanana\freshBanana (51).jpg,banano,3,0.2081672512755102,0.45905580357142856,0.8038398171768708,0.2370630301522325
data\Dataset\Fresh\FreshBanana\freshBanana (324).jpg,banano,3,0.00661670918367347,0.14705374283057757,0.7747060542967187,0.2440579416778363
data\Dataset\Fresh\FreshBanana\freshBanana (413).jpg,banano,3,0.006756218112244898,0.13822325062106322,0.7159044086384554,0.1635611110967589
data\Dataset\Fresh\FreshBanana\freshBanana (162).jpg,banano,3,0.0042849170918367345,0.1545461077501455,0.5661056610144057,0.010180133475576872
data\Dataset\Fresh\FreshBanana\freshBanana (228).jpg,banano,3,0.03535554846938776,0.22284749700823508,0.9141077524759904,0.12973522801110055
data\Dataset\Fresh\FreshBanana\freshBanana (130).jpg,banano,3,0.06919642857142858,0.24118188525974035,0.8375568196028411,0.19695995385334622
data\Dataset\Fresh\FreshBanana\freshBanana (280).jpg,banano,2,0.0059590242346938774,0.052848850717349925,0.5662135166566626,0.011225803394556949
data\Dataset\Fresh\FreshBanana\freshBanana (39).jpg,banano,3,0.08518016581632654,0.16229158926268308,0.8081147302671068,0.20470913873320606
data\Dataset\Fresh\FreshBanana\freshBanana (216).jpg,banano,3,0.005819515306122449,0.21678280328244579,0.8770667642056823,0.14537456579372263
data\Dataset\Fresh\FreshBanana\freshBanana (219).jpg,banano,3,0.010443239795918368,0.055789962844816854,0.8715333008203281,0.14779942640475474
data\Dataset\Fresh\FreshBanana\freshBanana (301).jpg,banano,3,0.0067362882653061226,0.15399780291073126,0.7578646302270908,0.2225687978749694
data\Dataset\Fresh\FreshBanana\freshBanana (344).jpg,banano,3,0.013970822704081632,0.17655289256816006,0.6991465336134454,0.23765517498991037
data\Dataset\Fresh\FreshBanana\freshBanana (170).jpg,banano,3,0.022122130102040817,0.1445878101922432,0.5854328450130052,0.013794383936062995
data\Dataset\Fresh\FreshBanana\freshBanana (105).jpg,banano,3,0.049505739795918366,0.2022105085185447,0.855140962635054,0.18526153385811495
data\Dataset\Fresh\FreshBanana\freshBanana (210).jpg,banano,3,0.012974330357142858,0.1890690206951124,0.8937684448779512,0.12344418101926442
data\Dataset\Fresh\FreshBanana\freshBanana (406).jpg,banano,3,0.010503029336734694,0.19875266263922867,0.6906515731292517,0.17613616351395825
data\Dataset\Fresh\FreshBanana\freshBanana (159).jpg,banano,2,0.005859375,0.14137669180274653,0.5860269107643057,0.008921947481943
data\Dataset\Fresh\FreshBanana\freshBanana (292).jpg,banano,2,0.03908242984693878,0.19262900153918347,0.4105925964135655,0.028567723006233784
data\Dataset\Fresh\FreshBanana\freshBanana (12).jpg,banano,3,0.0006975446428571429,0.2601866230803795,0.6606990452430972,0.09916147733252263
data\Dataset\Fresh\FreshBanana\freshBanana (368).jpg,banano,2,0.05197704081632653,0.21401956068560865,0.3109104579331733,0.02408728328917265
data\Dataset\Fresh\FreshBanana\freshBanana (402).jpg,banano,3,0.008131377551020409,0.20055715833033982,0.7084869103891557,0.31778608394149194
data\Dataset\Fresh\FreshBanana\freshBanana (266).jpg,banano,3,0.024872448979591837,0.21047856478192614,0.5741395777060825,0.011465215989250417
data\Dataset\Fresh\FreshBanana\freshBanana (72).jpg,banano,3,0.2542051977040816,0.2049191438765488,0.8148275716536615,0.19598892007003704
data\Dataset\Fresh\FreshBanana\freshBanana (147).jpg,banano,2,0.020169005102040817,0.08430551723240316,0.5835892950930373,0.012617521098804249
data\Dataset\Fresh\FreshBanana\freshBanana (360).jpg,banano,3,0.0165218431122449,0.22986971083724067,0.46152296856242503,0.022308730498409254
data\Dataset\Fresh\FreshBanana\freshBanana (436).JPG,banano,3,0.040138711734693876,2.735753056611582,0.6333659244947979,0.19176428317210023
data\Dataset\Fresh\FreshBanana\freshBanana (88).jpg,banano,3,0.23553093112244897,0.23493504848543778,0.8159111300770308,0.19007478292937366
data\Dataset\Fresh\FreshBanana\freshBanana (304).jpg,banano,3,0.053611288265306124,0.1804288399667355,0.5892890750050019,0.11650979182505378
data\Dataset\Fresh\FreshBanana\freshBanana (94).jpg,banano,3,0.14415258290816327,0.2986028867607958,0.822233737244898,0.21341311207542132
data\Dataset\Fresh\FreshBanana\freshBanana (403).jpg,banano,3,0.007513552295918368,0.20882247496306625,0.7095321722438975,0.30479381344480544
data\Dataset\Fresh\FreshBanana\freshBanana (275).jpg,banano,3,0.016262755102040817,0.18063342028248067,0.6011649190926371,0.015085890923934555
data\Dataset\Fresh\FreshBanana\freshBanana (1).jpg,banano,3,0.0001992984693877551,0.1633924708014873,0.8127496311024409,0.10438879742798507
data\Dataset\Fresh\FreshBanana\freshBanana (110).jpg,banano,3,0.054966517857142856,0.18476265539560952,0.845422700330132,0.1863139067994847
data\Dataset\Fresh\FreshBanana\freshBanana (214).jpg,banano,3,0.0078125,0.2509901531287801,0.8661992140606243,0.15100398239306503
data\Dataset\Fresh\FreshBanana\freshBanana (118).jpg,banano,3,0.1330516581632653,0.2981077261038593,0.8117378982843138,0.21344243159856266
data\Dataset\Fresh\FreshBanana\freshBanana (45).jpg,banano,3,0.1392498405612245,0.19653756463314181,0.829554087259904,0.2062288119781224
data\Dataset\Fresh\FreshBanana\freshBanana (384).jpg,banano,3,0.011499521683673469,0.1771948462168111,0.7205727603541416,0.2973947297336965
data\Dataset\Fresh\FreshBanana\freshBanana (21).jpg,banano,3,0.021285076530612245,1.1914228851714763,0.18979787227390954,0.04096052638592507
data\Dataset\Fresh\FreshBanana\freshBanana (265).jpg,banano,3,0.011061065051020409,0.23557388733844367,0.8374311443327331,0.08160479794188077
data\Dataset\Fresh\FreshBanana\freshBanana (148).jpg,banano,2,0.006477200255102041,0.0987773792051564,0.5692491840486193,0.01188660639214702
data\Dataset\Fresh\FreshBanana\freshBanana (171).jpg,banano,3,0.018494897959183673,0.13750315943364053,0.5942475427671068,0.010449494313809923
data\Dataset\Fresh\FreshBanana\freshBanana (363).jpg,banano,2,0.0301937181122449,0.2501877948406685,0.35402543830032007,0.026307575705528993
data\Dataset\Fresh\FreshBanana\freshBanana (347).jpg,banano,3,0.014528858418367346,0.1728285826647694,0.7663880395908363,0.24113088949473924
data\Dataset\Fresh\FreshBanana\freshBanana (192).jpg,banano,3,0.006975446428571429,0.1342988037211058,0.9021443733743497,0.17892320925895094
data\Dataset\Fresh\FreshBanana\freshBanana (73).jpg,banano,3,0.2401546556122449,0.18328961799364196,0.8101214704631853,0.14344892410293228
data\Dataset\Fresh\FreshBanana\freshBanana (15).jpg,banano,3,0.0003786670918367347,0.33384136842420237,0.5047129789415767,0.08331922586659564
data\Dataset\Fresh\FreshBanana\freshBanana (268).jpg,banano,3,0.03415975765306122,0.14879941845615424,0.5803928602691077,0.01129063402927186
data\Dataset\Fresh\FreshBanana\freshBanana (310).jpg,banano,3,0.006696428571428571,0.18044020637876043,0.6949172637805122,0.23102392884070788
data\Dataset\Fresh\FreshBanana\freshBanana (231).jpg,banano,3,0.03966039540816327,0.20818849077268423,0.9142523415616246,0.13227918434440125
data\Dataset\Fresh\FreshBellpepper\freshPepper (240).jpg,pimenton,2,0.21775350765306123,0.0638288726679537,0.2569627851140456,0.2777310428050628
data\Dataset\Fresh\FreshBellpepper\freshPepper (586).jpg,pimenton,3,0.2655652104591837,0.4396180512564523,0.3004346269757904,0.2849859685223119
data\Dataset\Fresh\FreshBellpepper\freshPepper (539).jpg,pimenton,3,0.025809151785714284,0.049871816050852405,0.658251112945178,0.27151906034722273
data\Dataset\Fresh\FreshBellpepper\freshPepper (453).jpg,pimenton,3,0.2602040816326531,0.4459005364827542,0.2319271458583434,0.3847705644334661
data\Dataset\Fresh\FreshBellpepper\freshPepper (153).jpg,pimenton,3,0.02549027423469388,0.09119862033982218,0.5268120529461785,0.26534238016031425
data\Dataset\Fresh\FreshBellpepper\freshPepper (422).jpg,pimenton,3,0.008709343112244899,0.0353635553866811,0.5976148271808723,0.26217283388097923
data\Dataset\Fresh\FreshBellpepper\freshPepper (54).jpg,pimenton,3,0.1327327806122449,0.03850990117107615,0.6156536833483394,0.1934430727486116
data\Dataset\Fresh\FreshBellpepper\freshPepper (555).jpg,pimenton,3,0.03437898596938776,0.4749849282879971,0.6793532256652661,0.2531823490428675
data\Dataset\Fresh\FreshBellpepper\freshPepper (142).jpg,pimenton,3,0.13229432397959184,0.4596601944827676,0.7721435449179672,0.3181901820015495
data\Dataset\Fresh\FreshBellpepper\freshPepper (446).jpg,pimenton,3,0.3110849808673469,0.20214431521039564,0.19237530949879955,0.41916846192380763
data\Dataset\Fresh\FreshBellpepper\freshPepper (229).jpg,pimenton,3,0.3480947066326531,0.37390775514671776,0.3102001738195278,0.3443546623510534
data\Dataset\Fresh\FreshBellpepper\freshPepper (338).jpg,pimenton,2,0.2750717474489796,0.041546547422206495,0.11635240033513405,0.3725998007454727
data\Dataset\Fresh\FreshBellpepper\freshPepper (182).jpg,pimenton,3,0.21436543367346939,0.11018011296624591,0.32653412927671077,0.38619114861182013
data\Dataset\Fresh\FreshBellpepper\freshPepper (601).jpg,pimenton,2,0.08027742346938775,0.04705795598854278,0.5239931910264106,0.2105650971175492
data\Dataset\Fresh\FreshBellpepper\freshPepper (511).jpg,pimenton,3,0.2284558354591837,0.41896168679448276,0.4973110337885154,0.19907456655727593
data\Dataset\Fresh\FreshBellpepper\freshPepper (562).jpg,pimenton,3,0.2507374043367347,0.28467134419266055,0.3245645914615847,0.26276660819355496
data\Dataset\Fresh\FreshBellpepper\freshPepper (545).jpg,pimenton,3,0.09384964923469388,0.2184462795197989,0.48643105679771914,0.40691832587814075
data\Dataset\Fresh\FreshBellpepper\freshPepper (355).jpg,pimenton,3,0.09813456632653061,0.06497751894040885,0.5973877050820329,0.2538212901109022
data\Dataset\Fresh\FreshBellpepper\freshPepper (429).jpg,pimenton,3,0.21936782525510204,0.185386398747582,0.33252543204781915,0.39288794860423276
data\Dataset\Fresh\FreshBellpepper\freshPepper (8).jpg,pimenton,2,0.12464126275510204,0.04170736692389663,0.3427452230892356,0.22800196253852686
data\Dataset\Fresh\FreshBellpepper\freshPepper (114).jpg,pimenton,3,0.25661670918367346,0.6053941277369318,0.21984676683173265,0.18062077772195856
data\Dataset\Fresh\FreshBellpepper\freshPepper (527).jpg,pimenton,3,0.24143016581632654,0.18231803586452217,0.4605561755952381,0.3393185457360385
data\Dataset\Fresh\FreshBellpepper\freshPepper (176).jpg,pimenton,3,0.10662468112244898,0.15375373713824214,0.3470813325330132,0.214991434085775
data\Dataset\Fresh\FreshBellpepper\freshPepper (204).jpg,pimenton,3,0.29689492984693877,0.428340530741468,0.2613736901010404,0.3888175639563334
data\Dataset\Fresh\FreshBellpepper\freshPepper (14).jpg,pimenton,0,0.04723373724489796,0.04229926574116,0.040177477240896375,0.0398531047365187
data\Dataset\Fresh\FreshBellpepper\freshPepper (443).jpg,pimenton,3,0.1175063775510204,0.08228193343892191,0.5571191757953182,0.2560076389531813
data\Dataset\Fresh\FreshBellpepper\freshPepper (86).jpg,pimenton,3,0.13229432397959184,0.4596601944827676,0.7721435449179672,0.3181901820015495
data\Dataset\Fresh\FreshBellpepper\freshPepper (362).jpg,pimenton,3,0.0018534757653061226,0.08772014898143674,0.6451735381652661,0.13234685047850764
data\Dataset\Fresh\FreshBellpepper\freshPepper (399).jpg,pimenton,2,0.0,0.043048606026922356,0.5129538534163665,0.2663945542962952
data\Dataset\Fresh\FreshBellpepper\freshPepper (354).jpg,pimenton,3,0.47887436224489793,0.04354001066596346,0.11032287915166061,0.4342198597230595
data\Dataset\Fresh\FreshBellpepper\freshPepper (544).jpg,pimenton,3,0.09299266581632654,0.3325067917177549,0.6116227741096438,0.24736872446382918
data\Dataset\Fresh\FreshBellpepper\freshPepper (264).jpg,pimenton,3,0.14289700255102042,0.12084334634274853,0.4736880689775911,0.11874838474316583
data\Dataset\Fresh\FreshBellpepper\freshPepper (347).jpg,pimenton,3,0.29789142219387754,0.21762542096717516,0.25654730642256895,0.3855216678498194
data\Dataset\Fresh\FreshBellpepper\freshPepper (468).jpg,pimenton,3,0.18476961096938777,0.6555691581064341,0.40728580494697875,0.11516273548070713
data\Dataset\Fresh\FreshBellpepper\freshPepper (519).jpg,pimenton,3,0.20786830357142858,0.6559065216712682,0.38857316364045613,0.12116700313890559
data\Dataset\Fresh\FreshBellpepper\freshPepper (431).jpg,pimenton,3,0.36856265943877553,0.1983831672652569,0.2635675363895559,0.361240581562007
data\Dataset\Fresh\FreshBellpepper\freshPepper (235).jpg,pimenton,3,0.29446348852040816,0.45953984480329185,0.25043876925770303,0.3920530197016259
data\Dataset\Fresh\FreshBellpepper\freshPepper (66).jpg,pimenton,1,0.17458545918367346,0.06033945718619885,0.21658952643557416,0.04757025301126982
data\Dataset\Fresh\FreshBellpepper\freshPepper (309).jpg,pimenton,3,0.3220264668367347,0.30422514434736597,0.325430406537615,0.2892778223789611
data\Dataset\Fresh\FreshBellpepper\freshPepper (140).jpg,pimenton,3,0.16880580357142858,0.5662784987516772,0.3133175926620648,0.26034846800749195
data\Dataset\Fresh\FreshBellpepper\freshPepper (280).jpg,pimenton,3,0.34020248724489793,0.27487533669072556,0.3661906168717487,0.2945617661237007
data\Dataset\Fresh\FreshBellpepper\freshPepper (208).jpg,pimenton,3,0.12131297831632654,0.24233299255331373,0.46452854579331726,0.38849027040248457
data\Dataset\Fresh\FreshBellpepper\freshPepper (230).jpg,pimenton,3,0.22694116709183673,0.47568968658534644,0.30226379614345733,0.395726483396181
data\Dataset\Fresh\FreshBellpepper\freshPepper (379).jpg,pimenton,3,0.2405731823979592,0.42659611864538793,0.27020839585834333,0.39501722891262236
data\Dataset\Fresh\FreshBellpepper\freshPepper (161).jpg,pimenton,3,0.00741390306122449,0.03695297560082133,0.597405837334934,0.26735425675129465
data\Dataset\Fresh\FreshBellpepper\freshPepper (552).jpg,pimenton,3,0.2778419961734694,0.3684101159641119,0.3342157956932773,0.2868197774763593
data\Dataset\Fresh\FreshBellpepper\freshPepper (310).jpg,pimenton,3,0.11079001913265306,0.25391126601550046,0.5193018613695478,0.22874833616678672
data\Dataset\Fresh\FreshBellpepper\freshPepper (358).jpg,pimenton,3,0.04946588010204082,0.045094905573643526,0.6217855110794318,0.2870015334474502
data\Dataset\Fresh\FreshBellpepper\freshPepper (288).jpg,pimenton,3,0.026387117346938774,0.24258344437806917,0.722686730942377,0.24930390172921402
data\Dataset\Fresh\FreshBellpepper\freshPepper (183).jpg,pimenton,3,0.13323102678571427,0.2668915130249017,0.4709987901410565,0.3897012345750271
data\Dataset\Fresh\FreshCarrot\(100).jpg,zanahoria,3,0.03278459821428571,0.2577491637213634,0.5881078994097639,0.08316445961370257
data\Dataset\Fresh\FreshCarrot\Carrot test_9_brighter.jpg,zanahoria,3,0.0,0.0033564445780794204,0.821305162690076,0.21559029919989234
data\Dataset\Fresh\FreshCarrot\6570b328-3685-47fe-9182-8311b7526507_jpg.rf.00bb6b19624eaa1c5d80b7d5cd3f3264.jpg,zanahoria,3,0.1683673469387755,2.5825862509105066,0.6895895858343337,0.1067673852521051
data\Dataset\Fresh\FreshCarrot\purple Disease_117.jpg,zanahoria,3,0.14508928571428573,1.0118344603971063,0.5202464579581833,0.2025408946945169
data\Dataset\Fresh\FreshCarrot\wortel_segar (1155).jpg,zanahoria,3,0.0,0.020261658712209935,0.8606304240446179,0.1897327746173715
data\Dataset\Fresh\FreshCarrot\carrot-3d-model-max-obj-fbx-3-_jpg.rf.dcd57c57b09ad57efd2b697f2289c59f.jpg,zanahoria,3,0.01167889030612245,0.0640190329144568,0.8551247842887155,0.18275770613694348
data\Dataset\Fresh\FreshCarrot\freshCarrot (569).jpg,zanahoria,3,7.971938775510203e-05,0.03883620980519744,0.8950015162314926,0.30987753733389933
data\Dataset\Fresh\FreshCarrot\KakaoTalk_20230809_191145396_29_jpg.rf.10cbf0d77831d910ab1b9c2bb704cf07.jpg,zanahoria,3,0.43973214285714285,2.493252638110217,0.7815218274809924,0.22970326812692998
data\Dataset\Fresh\FreshCarrot\IMG_20231116_112404_jpg.rf.6e63c85077f39df8386468616154e6a1.jpg,zanahoria,3,0.00047831632653061223,0.10503135819337805,0.8214939882202881,0.04346185981175931
data\Dataset\Fresh\FreshCarrot\carrot_-26_jpg.rf.bd55532a117427c1fece2720a624dcff.jpg,zanahoria,3,0.17731584821428573,1.5533818355752547,0.7876806191226491,0.0935501777398853
data\Dataset\Fresh\FreshCarrot\wortel_segar (1930).jpg,zanahoria,3,0.02491230867346939,0.34605776979405894,0.6564887673819528,0.2364267286599327
data\Dataset\Fresh\FreshCarrot\wortel_segar (1683).jpg,zanahoria,2,0.005341198979591837,0.31033021117070975,0.2161919455282113,0.05582429785407576
data\Dataset\Fresh\FreshCarrot\wortel_segar (1912).jpg,zanahoria,3,0.19015066964285715,1.8351726884722759,0.48438000200080034,0.1911949391432626
data\Dataset\Fresh\FreshCarrot\A260109XX_11286_jpg.rf.357857b6e2844a0d738b921b28e52893.jpg,zanahoria,3,0.08045679209183673,2.729992862520293,0.7837585034013606,0.255733064974717
data\Dataset\Fresh\FreshCarrot\20220413_191552_jpg.rf.7d8a2f8a4c3338217d25e8929db2f7b0.jpg,zanahoria,3,0.00033880739795918367,0.2714893741023784,0.6726464804671869,0.1192901507010252
data\Dataset\Fresh\FreshCarrot\wortel_segar (1411).jpg,zanahoria,3,0.001634247448979592,1.117219675889069,0.7563726271758704,0.2945010490792044
data\Dataset\Fresh\FreshCarrot\1268_jpg.rf.73e2b29d7ca8e2c5e50332d3c06b4646.jpg,zanahoria,3,0.0036073022959183672,0.06079547914173742,0.7421510010254102,0.3361325092109836
data\Dataset\Fresh\FreshCarrot\wortel_s (133).jpg,zanahoria,3,0.004404496173469388,0.8117962493896484,0.8075309811424569,0.19700870089094044
data\Dataset\Fresh\FreshCarrot\Test_Black Root Rot_23.jpg,zanahoria,3,0.0755141900510204,1.7943105759368445,0.5468525691526611,0.132387054779475
data\Dataset\Fresh\FreshCarrot\A260109XX_10166_jpg.rf.01fc392ce5a783d7aa61c14c4a27add9.jpg,zanahoria,3,0.1477000956632653,5.040092606510734,0.49412022621548624,0.2261738974235314
data\Dataset\Fresh\FreshCarrot\2166e2436960caaf67a9536fdf208e549f1d7b0169f031c0c7c2a4b9443a6d5c_jpg.rf.6a5c9160165a23a261cd3ba45ee5b9f8.jpg,zanahoria,3,0.22024473852040816,4.1967155281485535,0.34765718787515,0.07955770137271782
data\Dataset\Fresh\FreshCarrot\wortel_segar (1253).jpg,zanahoria,3,0.16402264030612246,0.061910576597147805,0.8800085659263706,0.17453285243366326
data\Dataset\Fresh\FreshCarrot\Hercules_jpg.rf.3ecb1e8d7cf2c70c920066cec4c8a17d.jpg,zanahoria,3,0.24019451530612246,3.5872491988146717,0.557515818827531,0.27703830268487195
data\Dataset\Fresh\FreshCarrot\carrot_-310_jpg.rf.91c70dbe2f5c9dcb6e8a3e617f34a58a.jpg,zanahoria,3,0.08523995535714286,3.7453312702198818,0.5338575273859544,0.05303684965403755
data\Dataset\Fresh\FreshCarrot\0072.jpg,zanahoria,3,0.027383609693877552,0.1658767588852545,0.7396343693727492,0.31459486940441656
data\Dataset\Fresh\FreshCarrot\carrot_-89_jpg.rf.a78d0c4ae14ee8a50f8730188f4a35b8.jpg,zanahoria,3,0.3531967474489796,1.1517405505798002,0.11470807072829126,0.18178478155304492
data\Dataset\Fresh\FreshCarrot\20220413_191753_jpg.rf.1df032468c27162987c3cdd9e6537ab1.jpg,zanahoria,3,0.27010921556122447,0.4025245784058863,0.6346983324579831,0.1174503822676391
data\Dataset\Fresh\FreshCarrot\wortel_segar (1276).jpg,zanahoria,3,0.0,0.007581074591926215,0.9337939081882753,0.2083789424409968
data\Dataset\Fresh\FreshCarrot\20220413_191846_jpg.rf.1de7f53820eb8c427ba2951e39705ced.jpg,zanahoria,3,0.06299824617346939,0.5865585380516067,0.566319418392357,0.19271483474015152
data\Dataset\Fresh\FreshCarrot\IMG_3912_png.rf.40a65e7ef98b335f4a36b3cde3ab846b.jpg,zanahoria,3,0.5002790178571429,1.7281970229841974,0.8262708208283314,0.2586557789201086
data\Dataset\Fresh\FreshCarrot\wortel_segar (306).jpg,zanahoria,3,0.11993781887755102,0.2515685068592833,0.4583967962184874,0.19905063642158718
data\Dataset\Fresh\FreshCarrot\A260109XX_11285_jpg.rf.df4de4a347a2d954bdf82a23037b9068.jpg,zanahoria,3,0.06652582908163265,2.166296103263388,0.6356605142056823,0.32000513000154146
